"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"ABW","AA:22","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO88_0","2000",,"U",,,"S3:21"
"ABW","AA:22","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_ISCO88_X","2000",0.058,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","1997",41.501,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","1997",10.799,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","1997",24.186,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","1997",6.272,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_T","OCU_SKILL_X","1997",0.244,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","1997",23.487,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","1997",6.647,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","1997",13.494,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","1997",3.118,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_M","OCU_SKILL_X","1997",0.228,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","1997",18.014,,,,"S3:21"
"ABW","BA:829","EMP_TEMP_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","1997",4.152,,,,"S3:21"
